"id","raw_id","aircraft_model","published_date","event_tag","airline","event_location","event_date","event_description","aircraft_tail_extracted","ac_manufacturer_extracted","ac_model_extracted","flight_number_extracted"
120751,10325,B738,2021-04-25 00:00:00.000 +0200,Incident,Transavia France,Monastir,2021-04-24 00:00:00.000 +0200,bird strike,F-HTVO,Boeing,"737-800",TO-4268
120757,10331,B738,2021-04-23 00:00:00.000 +0200,Incident,China Eastern,Chongqing,2021-04-22 00:00:00.000 +0200,bird strike,B-5857,Boeing,"737-800",MU-6996
120763,10336,A321,2021-04-22 00:00:00.000 +0200,Incident,Vietnam,Thanh Hoa,2021-04-21 00:00:00.000 +0200,bird strike,VN-A339,Airbus,A321-200,VN-1500
120782,10355,A319,2021-04-19 00:00:00.000 +0200,Incident,Rossiya,Sochi and St. Petersburg,2021-04-17 00:00:00.000 +0200,bird strike,VP-BNJ,Airbus,A319-100,FV-6562
120797,10370,A20N,2021-04-14 00:00:00.000 +0200,Incident,S7,Chelyabinsk,2021-04-13 00:00:00.000 +0200,bird strike during takeoff run,VQ-BCR,Airbus,A320-200N,S7-1146
120806,10379,E175,2021-04-13 00:00:00.000 +0200,Incident,Skywest,Pasco,2021-04-12 00:00:00.000 +0200,bird strike,N282SY,Embraer,ERJ,DL-3557
120764,10337,A359,2021-04-22 00:00:00.000 +0200,Incident,China Airlines,Ho Chi Minh City,2021-04-11 00:00:00.000 +0200,bird strike,B-18903,Airbus,A350-900,CI-783
120808,10381,CRJ9,2021-04-12 00:00:00.000 +0200,Incident,Skywest,Grand Forks,2021-04-10 00:00:00.000 +0200,bird strike on landing,N829SK,CRJ,"900 ",DL-3767
120857,10429,B752,2021-03-31 00:00:00.000 +0200,Incident,Delta,Salt Lake City,2021-03-30 00:00:00.000 +0200,bird strike,N651DL,Boeing,"757-200",DL-8944
120856,10428,A320,2021-03-31 00:00:00.000 +0200,Incident,Spirit,Atlantic City,2021-03-30 00:00:00.000 +0200,bird strike,N604NK,Airbus,A320-200,NK-303
120882,10454,A21N,2021-03-24 00:00:00.000 +0100,Incident,Jetblue,Fort Lauderdale,2021-03-23 00:00:00.000 +0100,bird strike,N2039J,Airbus,A321-200N,B6-1825
120890,10462,E145,2021-03-22 00:00:00.000 +0100,Incident,Commut,Little Rock,2021-03-21 00:00:00.000 +0100,bird strikes on approach,N16183,Embraer,ERJ,UA-4332
120893,10465,AT72,2021-03-21 00:00:00.000 +0100,Accident,India Express,Dharamsala,2021-03-20 00:00:00.000 +0100,bird strike,VT-RKM,ATR,"72-212A","9I-714"
120907,10479,A320,2021-03-17 00:00:00.000 +0100,Incident,PIA,Karachi,2021-03-17 00:00:00.000 +0100,bird strike,AP-BLU,Airbus,A320-200,PK-368
120870,10442,B744,2021-03-27 00:00:00.000 +0100,Accident,National Cargo,Agadir,2021-03-16 00:00:00.000 +0100,bird strike,N729CA,Boeing,"747-400 ",N8-860
120926,10499,A319,2021-03-10 00:00:00.000 +0100,Incident,American,Chicago,2021-03-09 00:00:00.000 +0100,bird strike,N9021H,Airbus,A319-100,AA-1844
120927,10500,A320,2021-03-10 00:00:00.000 +0100,Incident,American,Norfolk,2021-03-09 00:00:00.000 +0100,bird strike,N121UW,Airbus,A320-200,AA-310
120939,10512,B737,2021-03-08 00:00:00.000 +0100,Incident,Gol,Sao Luiz,2021-03-04 00:00:00.000 +0100,bird strike,PR-GOW,Boeing,"737-700",G3-1765
120960,10533,B772,2021-03-02 00:00:00.000 +0100,Incident,KLM,Amsterdam,2021-02-28 00:00:00.000 +0100,bird strike,PH-BQD,Boeing,"777-200",KL-515
120963,10536,B737,2021-03-01 00:00:00.000 +0100,Incident,Southwest,Little Rock,2021-02-27 00:00:00.000 +0100,bird strike,N960WN,Boeing,"737-700",WN-2024
120970,10543,A320,2021-02-25 00:00:00.000 +0100,Incident,Sial,Islamabad,2021-02-24 00:00:00.000 +0100,bird strike,AP-BOB,Airbus,A320-200,PF-125
121032,10605,A319,2021-02-11 00:00:00.000 +0100,Incident,Alitalia,Rome,2021-02-09 00:00:00.000 +0100,rejected takeoff due to bird strike,EI-IMM,Airbus,A319-100,AZ-884
121084,10659,A320,2021-01-26 00:00:00.000 +0100,Incident,LATAM Brasil,Brasilia,2021-01-25 00:00:00.000 +0100,bird strike prompts multiple system faults,PR-MYV,Airbus,A320-200,JJ-3080
121089,10664,A319,2021-01-25 00:00:00.000 +0100,Incident,Delta,Tampa,2021-01-24 00:00:00.000 +0100,bird strike,N318NB,Airbus,A319-100,DL-2084
121088,10663,A321,2021-01-25 00:00:00.000 +0100,Incident,Delta,Sarasota,2021-01-23 00:00:00.000 +0100,bird strike,N103DY,Airbus,A321-200,DL-1497
121094,10670,A20N,2021-01-24 00:00:00.000 +0100,Incident,Vistara,Patna,2021-01-23 00:00:00.000 +0100,bird strike,VT-TNW,Airbus,A320-200N,UK-717
121117,10693,B737,2021-01-19 00:00:00.000 +0100,Incident,Southwest,Baltimore,2021-01-18 00:00:00.000 +0100,bird strike on departure,N227WN,Boeing,"737-700",WN-2757
121118,10694,A20N,2021-01-18 00:00:00.000 +0100,Incident,Lufthansa,Frankfurt,2021-01-16 00:00:00.000 +0100,rejected takeoff due to bird strike,D-AIJB,Airbus,A320-200N,LH-806
121135,10711,E170,2021-01-14 00:00:00.000 +0100,Incident,SA Airlink,Harare,2021-01-13 00:00:00.000 +0100,bird strike,ZS-YBC,Embraer,ERJ,"4Z-103"
121167,10743,B772,2021-01-03 00:00:00.000 +0100,Incident,THY,Istanbul,2021-01-03 00:00:00.000 +0100,flock of birds,TC-LJN,Boeing,"777-200 ",TK-6220
121165,10741,B788,2021-01-04 00:00:00.000 +0100,Incident,Aeromexico,Cancun,2021-01-03 00:00:00.000 +0100,rejected takeoff due to bird strike,N782AM,Boeing,"787-8",AM-549
121163,10739,A306,2021-01-04 00:00:00.000 +0100,Incident,EAT Leipzig,Amsterdam,2021-01-03 00:00:00.000 +0100,bird strike,D-AEAC,Airbus,A300-600 ,QY-1239
121170,10746,B773,2021-01-02 00:00:00.000 +0100,Incident,British Airways,Lagos,2020-12-30 00:00:00.000 +0100,multiple bird strikes,G-STBE,Boeing,"777-300",BA-75
121199,10774,B738,2020-12-24 00:00:00.000 +0100,Incident,Serene,Islamabad,2020-12-24 00:00:00.000 +0100,cracking bird strike,AP-BNC,Boeing,"737-800",ER-500
121200,10775,CRJ9,2020-12-24 00:00:00.000 +0100,Incident,PSA,Omaha,2020-12-23 00:00:00.000 +0100,bird strikes,N574NN,CRJ,"900 ",AA-5648
121235,10810,A320,2020-12-14 00:00:00.000 +0100,Incident,Wizz,Gibraltar,2020-12-14 00:00:00.000 +0100,bird strike,G-WUKE,Airbus,A320-200,W6-5147
121252,10827,MD10,2020-12-07 00:00:00.000 +0100,Incident,Fedex,Sacramento,2020-12-04 00:00:00.000 +0100,bird strike,N315FE,Douglas,MD,FX-308
121273,10848,B738,2020-12-01 00:00:00.000 +0100,Incident,Sun Country,Minneapolis,2020-11-29 00:00:00.000 +0100,bird strike,N804SY,Boeing,"737-800",SY-370
121269,10844,B772,2020-12-02 00:00:00.000 +0100,Incident,Ethiopian,Lagos,2020-11-28 00:00:00.000 +0100,bird strike,ET-AVT,Boeing,"777-200 ",ET-3911
121275,10850,E145,2020-11-28 00:00:00.000 +0100,Incident,Mwant,Kinshasa,2020-11-28 00:00:00.000 +0100,bird strike,"9S-AYE",Embraer,ERJ,
121291,10866,B737,2020-11-23 00:00:00.000 +0100,Incident,Southwest,Sacramento,2020-11-21 00:00:00.000 +0100,bird strikes,N910WN,Boeing,"737-700",WN-2400
121319,10893,B738,2020-11-13 00:00:00.000 +0100,Incident,United,Newark,2020-11-12 00:00:00.000 +0100,post flight inspection reveals bird strike,N76519,Boeing,"737-800",UA-655
121330,10904,B735,2020-11-11 00:00:00.000 +0100,Incident,SCAT,Atyrau,2020-11-10 00:00:00.000 +0100,flock of birds,UP-B3723,Boeing,"737-500",DV-766
121331,10905,A320,2020-11-11 00:00:00.000 +0100,Incident,Iberia Express,Palma Mallorca,2020-11-09 00:00:00.000 +0100,bird strike,EC-MUK,Airbus,A320-200,IB-3921
121332,10906,E120,2020-11-11 00:00:00.000 +0100,Incident,Budapest,Pori,2020-11-09 00:00:00.000 +0100,flock of birds,HA-FAN,Embraer,EMB,W2-5690
121337,10911,B738,2020-11-09 00:00:00.000 +0100,Incident,Sun Country,Fort Worth,2020-11-08 00:00:00.000 +0100,bird strike causes hydraulic failure,N7901A,Boeing,"737-800",SY-3011
121320,10894,B752,2020-11-13 00:00:00.000 +0100,Incident,UPS,Seattle,2020-11-06 00:00:00.000 +0100,bird strike,N453UP,Boeing,"757-200","5X-958"
121348,10922,A320,2020-11-05 00:00:00.000 +0100,Incident,Easyjet Europe,Berlin,2020-11-04 00:00:00.000 +0100,bird strike,OE-IJN,Airbus,A320-200,U2-5915
121366,10940,A321,2020-11-02 00:00:00.000 +0100,Incident,S7,Sochi,2020-11-02 00:00:00.000 +0100,rejected takeoff due to bird strike,VP-BPO,Airbus,A321-200,S7-5104
121363,10937,A320,2020-11-02 00:00:00.000 +0100,Incident,Lingus,Dublin,2020-11-01 00:00:00.000 +0100,multiple bird strikes,EI-DVJ,Airbus,A320-200,EI-610
121362,10936,A320,2020-11-02 00:00:00.000 +0100,Incident,Spirit,Tampa,2020-11-01 00:00:00.000 +0100,bird strikes affect both engines,N691NK,Airbus,A320-200,NK-728
121361,10935,E195,2020-11-02 00:00:00.000 +0100,Incident,Azul,Joinville,2020-10-26 00:00:00.000 +0100,rejected takeoff due to bird strikes,PR-AYY,Embraer,ERJ,AD-4834
121374,10949,CRJ2,2020-10-28 00:00:00.000 +0100,Incident,Skywest,Salt Lake City,2020-10-26 00:00:00.000 +0100,bird strike,N930EV,CRJ,"200 ",DL-4233
121406,10981,E175,2020-10-13 00:00:00.000 +0200,Incident,Republic,Washington,2020-10-09 00:00:00.000 +0200,bird strike,N722YX,Embraer,ERJ,UA-3435
121420,10995,E145,2020-10-06 00:00:00.000 +0200,Incident,Commut,Knoxville,2020-10-05 00:00:00.000 +0200,bird strike,N12172,Embraer,ERJ,UA-4892
121445,11019,A321,2020-09-29 00:00:00.000 +0200,Incident,Aeroflot,Nizhnevartovsk,2020-09-29 00:00:00.000 +0200,flock of birds,VQ-BTU,Airbus,A321-200,SU-1646
121446,11020,SU95,2020-09-29 00:00:00.000 +0200,Incident,Azimut,Ufa,2020-09-29 00:00:00.000 +0200,bird strike,RA-89096,Sukhoi Superjet,"100-95",A4-322
121447,11021,A320,2020-09-29 00:00:00.000 +0200,Incident,PIA,Karachi,2020-09-28 00:00:00.000 +0200,bird strike,AP-BLS,Airbus,A320-200,PK-309
121453,11027,A320,2020-09-27 00:00:00.000 +0200,Incident,Indigo,Mumbai,2020-09-27 00:00:00.000 +0200,bird strike,VT-IEK,Airbus,A320-200,"6E-5047"
121474,11047,SU95,2020-09-22 00:00:00.000 +0200,Incident,Aeroflot,Ekaterinburg,2020-09-22 00:00:00.000 +0200,flock of birds,RA-89023,Sukhoi Superjet,"100-95",SU-1403
121473,11046,B712,2020-09-22 00:00:00.000 +0200,Incident,Delta,Houston,2020-09-21 00:00:00.000 +0200,flock of birds,N947AT,Boeing,"717-200",DL-2088
121484,11057,SU95,2020-09-17 00:00:00.000 +0200,Incident,Aeroflot,Belgorod,2020-09-16 00:00:00.000 +0200,bird strike,RA-89104,,,SU-1374
121487,11060,A320,2020-09-16 00:00:00.000 +0200,Incident,Easyjet Europe,Toulouse,2020-09-15 00:00:00.000 +0200,bird strike,OE-IJK,Airbus,A320-200,U2-3964
121488,11061,B737,2020-09-16 00:00:00.000 +0200,Incident,Southwest,Milwaukee,2020-09-15 00:00:00.000 +0200,rejected takeoff due to bird strike,N420WN,Boeing,"737-700",
121506,11078,A320,2020-09-11 00:00:00.000 +0200,Incident,S7,Moscow,2020-09-11 00:00:00.000 +0200,bird strike,VP-BOJ,Airbus,A320-200,S7-3745
121542,11112,A320,2020-09-01 00:00:00.000 +0200,Incident,Red Wings,Moscow,2020-09-01 00:00:00.000 +0200,bird strike,VP-BWX,Airbus,A320-200,WZ-258
119516,3084,B738,2022-04-14 00:00:00.000 +0200,Accident,Skymark,Tokyo,2020-08-29 00:00:00.000 +0200,bird strike,JA73NM,Boeing,"737-800",BC-21
121569,11139,A319,2020-08-22 00:00:00.000 +0200,Incident,Easyjet,Liverpool,2020-08-21 00:00:00.000 +0200,bird strike,G-EZBE,Airbus,A319-100,U2-7023
121572,11142,CRJ2,2020-08-21 00:00:00.000 +0200,Incident,Skywest,Dickinson,2020-08-20 00:00:00.000 +0200,bird strike,N435SW,CRJ,"200 ",UA-5296
121576,11146,A319,2020-08-20 00:00:00.000 +0200,Incident,Eurowings,Dusseldorf,2020-08-19 00:00:00.000 +0200,bird strike,D-AGWJ,Airbus,A319-100,EW-9090
121578,11148,B738,2020-08-20 00:00:00.000 +0200,Incident,Europa,Paris,2020-08-17 00:00:00.000 +0200,bird strike,EC-MXM,Boeing,"737-800",UX-1026
121613,11183,A320,2020-08-08 00:00:00.000 +0200,Incident,AirAsia India,Ranchi,2020-08-08 00:00:00.000 +0200,rejected takeoff due to bird strike,VT-HKG,Airbus,A320-200,I6-632
121623,11193,E195,2020-08-06 00:00:00.000 +0200,Incident,LOT,Poznan,2020-08-04 00:00:00.000 +0200,"takeoff, bird strike, return, takeoff, birdstrike, diversion",SP-LNL,Embraer,ERJ,LO-8625
121647,11217,B712,2020-07-30 00:00:00.000 +0200,Incident,Volotea,Pantelleria,2020-07-26 00:00:00.000 +0200,rejected takeoff due to bird strike,EI-FCU,Boeing,"717-200",V7-1721
121657,11227,A333,2020-07-27 00:00:00.000 +0200,Incident,Delta,Amsterdam,2020-07-26 00:00:00.000 +0200,bird strike,N805NW,Airbus,"330-300",DL-73
121670,11240,B738,2020-07-20 00:00:00.000 +0200,Incident,Delta,Cincinnati,2020-07-19 00:00:00.000 +0200,bird strike,N3751B,Boeing,"737-800",DL-800
121683,11253,E175,2020-07-16 00:00:00.000 +0200,Incident,Mesa,Columbus,2020-07-15 00:00:00.000 +0200,flock of birds,N85355,Embraer,ERJ,UA-6095
121685,11255,BCS3,2020-07-14 00:00:00.000 +0200,Incident,Baltic,Riga,2020-07-13 00:00:00.000 +0200,bird strike,YL-CSC,Bombardier C-Series,CS-300,BT-617
121766,11335,B752,2020-06-16 00:00:00.000 +0200,Incident,Delta,New York,2020-06-12 00:00:00.000 +0200,bird strike,N702TW,Boeing,"757-200",DL-1050
121810,11378,CRJ9,2020-05-31 00:00:00.000 +0200,Incident,Lufthansa Cityline,Munich,2020-05-31 00:00:00.000 +0200,bird strike,D-ACNG,CRJ,"900",LH-2090
121806,11374,A320,2020-06-02 00:00:00.000 +0200,Incident,Azores,Ponta Delgada,2020-05-29 00:00:00.000 +0200,rejected takeoff due to bird strike,CS-TKP,Airbus,A320-200,S4-6128
121819,11387,A320,2020-05-27 00:00:00.000 +0200,Incident,Allegiant,Allentown,2020-05-22 00:00:00.000 +0200,rejected takeoff due to bird strike,N230NV,Airbus,A320-200,G4-271
121833,11400,B733,2020-05-20 00:00:00.000 +0200,Incident,Nauru,Brisbane,2020-05-21 00:00:00.000 +0200,bird strike,VH-VLI,Boeing,"737-300 ",QF-7332
121843,11410,A320,2020-05-15 00:00:00.000 +0200,Incident,LATAM,Sao Paulo,2020-05-15 00:00:00.000 +0200,suspected bird strike,PR-MYA,Airbus,A320-200,LA-3530
121855,11422,B744,2020-05-11 00:00:00.000 +0200,Incident,Air China,Madrid,2020-05-09 00:00:00.000 +0200,bird strike,B-2445,Boeing,"747-400",CA-908
121878,11444,B738,2020-05-01 00:00:00.000 +0200,Incident,American,Austin,2020-04-30 00:00:00.000 +0200,bird strike,N842NN,Boeing,"737-800",AA-1396
121866,11432,B737,2020-05-06 00:00:00.000 +0200,Incident,Gol,Sao Paulo,2020-04-29 00:00:00.000 +0200,bird strike,PR-GON,Boeing,"737-700",G3-2034
121888,11454,E175,2020-04-27 00:00:00.000 +0200,Incident,Republic,Charlotte,2020-04-24 00:00:00.000 +0200,bird strike,N731YX,Embraer,ERJ,UA-3469
121881,11447,B773,2020-04-30 00:00:00.000 +0200,Incident,Qatar,Tunis,2020-04-21 00:00:00.000 +0200,bird strike,A7-BAP,Boeing,"777-300",QR-3273
121955,11521,B744,2020-04-05 00:00:00.000 +0200,Incident,Atlas,Amsterdam,2020-04-05 00:00:00.000 +0200,suspected bird strike,N416MC,Boeing,"747-400 ","5Y-8878"
121966,11532,B734,2020-04-02 00:00:00.000 +0200,Incident,iAero,San Antonio,2020-03-31 00:00:00.000 +0200,bird strike,N458UW,Boeing,"737-400",WQ-3555
121984,11550,A333,2020-03-30 00:00:00.000 +0200,Incident,Lingus,Dublin,2020-03-30 00:00:00.000 +0200,bird strike,EI-DUZ,Airbus,A330-300,EI-9018
122002,11568,A319,2020-03-23 00:00:00.000 +0100,Incident,American,Norfolk,2020-03-22 00:00:00.000 +0100,bird strike,N725UW,Airbus,A319-100,AA-1625
122021,11587,CRJ9,2020-03-17 00:00:00.000 +0100,Incident,Endeavor,Knoxville,2020-03-16 00:00:00.000 +0100,flock of birds,N320PQ,CRJ,"900 ",DL-5271
122017,11583,BCS3,2020-03-18 00:00:00.000 +0100,Incident,Swiss,Zurich,2020-03-16 00:00:00.000 +0100,bird strike,HB-JCJ,Bombardier C-Series,CS-300,LX-974
121945,11511,A319,2020-04-07 00:00:00.000 +0200,Incident,Rossiya,St. Petersburg,2020-03-12 00:00:00.000 +0100,"flock of birds, both engines vibrate",VQ-BAR,Airbus,A319-100,FV-6323
122048,11614,B772,2020-03-09 00:00:00.000 +0100,Incident,Qatar,Los Angeles,2020-03-08 00:00:00.000 +0100,bird strike,A7-BBE,Boeing,"777-200",QR-739
122029,11595,B772,2020-03-15 00:00:00.000 +0100,Incident,KLM,Amsterdam,2020-03-07 00:00:00.000 +0100,bird strike,PH-BQM,Boeing,"777-200",KL-888
122054,11620,A320,2020-03-07 00:00:00.000 +0100,Incident,Sudan,Juba,2020-03-06 00:00:00.000 +0100,bird strike,ST-MKW,Airbus,A320-200,SD-311
122055,11621,B773,2020-03-06 00:00:00.000 +0100,Incident,Swiss,Los Angeles,2020-03-03 00:00:00.000 +0100,bird strike,HB-JNI,Boeing,"777-300",LX-40
122075,11641,A320,2020-02-29 00:00:00.000 +0100,Incident,Wizz,Sibiu,2020-02-28 00:00:00.000 +0100,bird strike,HA-LWY,Airbus,A320-200,W6-3805
122095,11661,A321,2020-02-24 00:00:00.000 +0100,Incident,Jetblue,Boston,2020-02-23 00:00:00.000 +0100,bird strike,N947JB,Airbus,A321-200,B6-133
122140,11707,B738,2020-02-13 00:00:00.000 +0100,Incident,Alaska,San Jose,2020-02-11 00:00:00.000 +0100,bird strike,N536AS,Boeing,"737-800",AS-299
122174,11741,CRJ9,2020-02-04 00:00:00.000 +0100,Incident,Endeavor,Des Moines,2020-02-03 00:00:00.000 +0100,bird strike,N307PQ,CRJ,"900 ",DL-5484
122182,11749,DH8D,2020-02-03 00:00:00.000 +0100,Accident,Jambo,Kisumu,2020-01-31 00:00:00.000 +0100,bird strike,"5Y-JXH",Dash,"8-400",JM-8656
122203,11771,A320,2020-01-27 00:00:00.000 +0100,Incident,Wizz,Cluj,2020-01-27 00:00:00.000 +0100,bird strike,HA-LPU,Airbus,A320-200,W6-3351
122205,11773,E145,2020-01-27 00:00:00.000 +0100,Incident,Envoy,Moline,2020-01-25 00:00:00.000 +0100,bird strike,N668HH,Embraer,ERJ,AA-3492
122103,11669,E170,2020-02-22 00:00:00.000 +0100,Incident,SA Airlink,Kimberley,2020-01-23 00:00:00.000 +0100,bird strike,ZS-YBC,Embraer,ERJ,SA-8428
122218,11786,A320,2020-01-22 00:00:00.000 +0100,Incident,LATAM Brazil,Rio de Janeiro,2020-01-22 00:00:00.000 +0100,bird strike,PR-MHR,Airbus,A320-200,LA-3501
122222,11790,B772,2020-01-22 00:00:00.000 +0100,Incident,American,New York,2020-01-21 00:00:00.000 +0100,bird strike,N799AN,Boeing,"777-200",AA-45
122247,11815,B738,2020-01-16 00:00:00.000 +0100,Incident,Westjet,Victoria,2020-01-14 00:00:00.000 +0100,bird strike,C-GJWS,Boeing,"737-800",WS-209
122273,11841,A320,2020-01-07 00:00:00.000 +0100,Incident,PIA,Karachi,2020-01-06 00:00:00.000 +0100,bird strike,AP-BLY,Airbus,A320-200,PK-301
122282,11850,B744,2020-01-05 00:00:00.000 +0100,Incident,China Airlines,San Francisco,2020-01-04 00:00:00.000 +0100,bird strike causes AoA problems,B-18718,Boeing,"747-400 ",CI-5107
122283,11851,JS31,2020-01-04 00:00:00.000 +0100,Incident,Lanhsa,Roatan,2020-01-03 00:00:00.000 +0100,bird strike,HR-AXG,,,LNH-2
122305,11873,E175,2019-12-31 00:00:00.000 +0100,Incident,Horizon,Portland,2019-12-29 00:00:00.000 +0100,bird strike,N642QX,Embraer,ERJ,AS-2485
122313,11881,A319,2019-12-29 00:00:00.000 +0100,Incident,Delta,Austin,2019-12-28 00:00:00.000 +0100,apparent bird strike,N324NB,Airbus,A319-100,DL-1281
122324,11892,A20N,2019-12-25 00:00:00.000 +0100,Incident,Iberia,Madrid and Milan,2019-12-25 00:00:00.000 +0100,bird strike,EC-NFZ,Airbus,A320-200N,IB-3250
122287,11855,E175,2020-01-03 00:00:00.000 +0100,Accident,Skywest,Lincoln,2019-12-24 00:00:00.000 +0100,bird strike,N124SY,Embraer,ERJ,UA-5734
119466,3034,B737,2022-04-29 00:00:00.000 +0200,Report,Southwest,Kansas City,2019-12-21 00:00:00.000 +0100,bird strike causes substantial fuselage damage,N7739A,Boeing,"737-700",WN-5246
122341,11910,DH8D,2019-12-21 00:00:00.000 +0100,Incident,Jambo,Ukunda,2019-12-20 00:00:00.000 +0100,bird strike,"5Y-JXI",Dash,"8-400",JM-8690
122344,11913,A332,2019-12-20 00:00:00.000 +0100,Incident,Azul,Fortaleza,2019-12-19 00:00:00.000 +0100,bird strike,PR-AIT,Airbus,A330-200,AD-4471
122366,11935,B788,2019-12-16 00:00:00.000 +0100,Incident,India,Delhi,2019-12-15 00:00:00.000 +0100,bird strike,VT-ANI,Boeing,"787-8",AI-167
122379,11948,A320,2019-12-13 00:00:00.000 +0100,Incident,PIA,Karachi,2019-12-12 00:00:00.000 +0100,bird strike,AP-BLA,,,PK-301
122390,11959,A320,2019-12-11 00:00:00.000 +0100,Incident,PIA,Karachi,2019-12-11 00:00:00.000 +0100,bird strike,AP-BMX,Airbus,A320-200,PK-304
122395,11964,B738,2019-12-10 00:00:00.000 +0100,Incident,Serene,Peshawar,2019-12-10 00:00:00.000 +0100,bird strike,AP-BNC,Boeing,"737-800",ER-550
122406,11975,A321,2019-12-09 00:00:00.000 +0100,Incident,Frontier,Seattle,2019-12-08 00:00:00.000 +0100,bird strike,N716FR,Airbus,A321-200,F9-2167
122462,12031,A320,2019-11-26 00:00:00.000 +0100,Incident,Jetblue,West Palm Beach,2019-11-25 00:00:00.000 +0100,bird strike,N580JB,Airbus,A320-200,B6-1567
122485,12054,E175,2019-11-20 00:00:00.000 +0100,Incident,Skywest,Sacramento,2019-11-19 00:00:00.000 +0100,bird strike,N285SY,Embraer,ERJ,OO-3565
122482,12051,B737,2019-11-20 00:00:00.000 +0100,Incident,Westjet,San Diego,2019-11-19 00:00:00.000 +0100,bird strike,C-GWJT,Boeing,"737-700",WS-1564
122499,12069,A320,2019-11-15 00:00:00.000 +0100,Incident,Frontier,Green Bay,2019-11-14 00:00:00.000 +0100,bird strike,N201FR,Airbus,A320-200,F9-1230
122504,12074,CRJ9,2019-11-14 00:00:00.000 +0100,Incident,Endeavor,Detroit,2019-11-13 00:00:00.000 +0100,bird strike,N146PQ,CRJ,"900 ",DL-5229
122509,12079,A319,2019-11-13 00:00:00.000 +0100,Incident,United,Vancouver,2019-11-08 00:00:00.000 +0100,rejected takeoff due to bird strike,N818UA,Airbus,A319-100,UA-1184
122527,12097,B738,2019-11-08 00:00:00.000 +0100,Incident,Ryanair,Porto,2019-11-06 00:00:00.000 +0100,bird strike,EI-FID,Boeing,"737-800",FR-8513
122542,12112,MD90,2019-11-06 00:00:00.000 +0100,Incident,Delta,Houston,2019-11-05 00:00:00.000 +0100,bird strike,N910DN,Douglas,MD,DL-2319
122552,12122,CRJ2,2019-11-05 00:00:00.000 +0100,Incident,Skywest,Salt Lake City,2019-11-02 00:00:00.000 +0100,bird strike,N442SW,CRJ,"200 ",DL-4258
122563,12133,SU95,2019-11-01 00:00:00.000 +0100,Incident,Yamal,Tyumen,2019-11-01 00:00:00.000 +0100,bird strike,RA-89081,Sukhoi Superjet,"100-95",YC-811
122572,12142,A319,2019-10-30 00:00:00.000 +0100,Incident,SAA,Johannesburg,2019-10-30 00:00:00.000 +0100,bird strike,ZS-SFK,Airbus,A319-100,SA-143
122579,12149,A333,2019-10-29 00:00:00.000 +0100,Incident,SAS,Copenhagen,2019-10-28 00:00:00.000 +0100,bird strike,SE-REH,Airbus,A330-300,SK-943
122544,12114,B734,2019-11-05 00:00:00.000 +0100,Incident,Safair,Durban,2019-10-27 00:00:00.000 +0200,bird strike,ZS-OAF,Boeing,"737-400",FA-421
122501,12071,A320,2019-11-15 00:00:00.000 +0100,Incident,Rossiya,St. Petersburg,2019-10-23 00:00:00.000 +0200,rejected takeoff due to bird strike,VQ-BCG,Airbus,A320-200,FV-6635
122605,12175,CRJ2,2019-10-23 00:00:00.000 +0200,Accident,Endeavor,Atlanta,2019-10-22 00:00:00.000 +0200,bird strike,N8837B,CRJ,"200 ",DL-5320
121889,11455,DH8D,2020-04-27 00:00:00.000 +0200,Report,Horizon,Boise,2019-10-19 00:00:00.000 +0200,bird strike fractures front wing spar web,N402QX,Dash,"8-400 ",AS-2337
122617,12187,A320,2019-10-19 00:00:00.000 +0200,Incident,Eurowings Europe,Bremen,2019-10-19 00:00:00.000 +0200,bird strike,OE-IQA,Airbus,A320-200,EW-6829
122626,12196,A320,2019-10-17 00:00:00.000 +0200,Incident,Jetblue,Santiago,2019-10-16 00:00:00.000 +0200,bird strike,N563JB,Airbus,A320-200,B6-237
122628,12198,B738,2019-10-16 00:00:00.000 +0200,Incident,American,New York,2019-10-15 00:00:00.000 +0200,bird strike,N915NN,Boeing,"737-800",AA-1608
122643,12213,B738,2019-10-14 00:00:00.000 +0200,Incident,Biman,Dhaka,2019-10-14 00:00:00.000 +0200,bird strike,S2-AHV,Boeing,"737-800",BG-84
122649,12219,B752,2019-10-13 00:00:00.000 +0200,Incident,Jet2,Dalaman,2019-10-13 00:00:00.000 +0200,bird strike,G-LSAG,Boeing,"757-200",LS-921
122652,12222,A320,2019-10-11 00:00:00.000 +0200,Incident,Volaris,Tijuana,2019-10-09 00:00:00.000 +0200,bird strike,N509VL,Airbus,A320-200,Y4-845
122654,12224,B738,2019-10-10 00:00:00.000 +0200,Incident,United,San Francisco,2019-10-09 00:00:00.000 +0200,bird strike,N78509,Boeing,"737-800",UA-1931
122687,12259,A20N,2019-10-05 00:00:00.000 +0200,Incident,Gulf,Karachi,2019-10-05 00:00:00.000 +0200,rejected takeoff due to bird strike,A9C-TD,Airbus,A320-200N,GF-751
122670,12241,A319,2019-10-08 00:00:00.000 +0200,Incident,Easyjet,Alicante,2019-10-04 00:00:00.000 +0200,bird strike,G-EZDI,Airbus,A319-100,U2-6706
122678,12249,B737,2019-10-07 00:00:00.000 +0200,Incident,Southwest,Louisville,2019-10-04 00:00:00.000 +0200,bird strike,N700GS,Boeing,"737-700",WN-1600
122702,12274,CRJ7,2019-10-03 00:00:00.000 +0200,Incident,Skywest,Santa Fe,2019-10-02 00:00:00.000 +0200,bird strike,N760SK,CRJ,"700 ",AA-3163
