"id","raw_id","aircraft_model","published_date","event_tag","airline","event_location","event_date","event_description","aircraft_tail_extracted","ac_manufacturer_extracted","ac_model_extracted","flight_number_extracted"
134395,23982,B738,2012-04-09 00:00:00.000 +0200,Incident,Caribbean,Port of Spain,2012-04-08 00:00:00.000 +0200,bird strike,"9Y-ANU",Boeing,"737-800",BW-524
134396,23983,B738,2012-04-09 00:00:00.000 +0200,Incident,United,Port of Spain,2012-04-06 00:00:00.000 +0200,bird strike,N36280,Boeing,"737-800",UA-1459
134430,24017,B763,2012-04-02 00:00:00.000 +0200,Incident,United,San Francisco,2012-04-01 00:00:00.000 +0200,bird strike,N663UA,Boeing,"767-300",UA-972
134440,24027,B734,2012-03-31 00:00:00.000 +0200,Incident,THY,Istanbul,2012-03-30 00:00:00.000 +0200,bird strike,TC-JDT,Boeing,"737-400",TK-2602
134446,24033,A321,2012-03-30 00:00:00.000 +0200,Accident,US Airways,Minneapolis,2012-03-29 00:00:00.000 +0200,bird strike,N547UW,Airbus,A321-200,US-56
134445,24032,DH8C,2012-03-30 00:00:00.000 +0200,Incident,Piedmont,Lynchburg,2012-03-29 00:00:00.000 +0200,bird strike,N329EN,Dash,"8-300 ",PDT-4332
134465,24051,A343,2012-03-28 00:00:00.000 +0200,Incident,Cathay,Johannesburg,2012-03-27 00:00:00.000 +0200,bird strike,B-HXB,Airbus,A340-300,CX-748
134485,24071,B752,2012-03-26 00:00:00.000 +0200,Incident,United,Denver,2012-03-24 00:00:00.000 +0100,bird strike,N550UA,Boeing,"757-200",UA-563
134503,24089,DC93,2012-03-24 00:00:00.000 +0100,Incident,Aserca,Valencia,2012-03-23 00:00:00.000 +0100,bird strike,YV-2220,Douglas,DC,R7-971
134509,24095,B733,2012-03-23 00:00:00.000 +0100,Incident,Southwest,Baltimore,2012-03-22 00:00:00.000 +0100,bird strike,,Boeing,"737-300",WN-1096
134515,24101,MD82,2012-03-22 00:00:00.000 +0100,Incident,Allegiant,Huntington,2012-03-21 00:00:00.000 +0100,bird strike,,Douglas,MD,G4-816
134527,24113,B738,2012-03-20 00:00:00.000 +0100,Incident,Ryanair,Beauvais,2012-03-18 00:00:00.000 +0100,bird strike,EI-DWE,Boeing,"737-800",FR-5222
134568,24153,A332,2012-03-07 00:00:00.000 +0100,Incident,Qantas,Sydney,2012-03-06 00:00:00.000 +0100,engine vibrations following bird strike,VH-EBN,Airbus,A330-200,QF-487
134575,24160,B763,2012-03-06 00:00:00.000 +0100,Incident,United,Houston,2012-03-05 00:00:00.000 +0100,bird strike,N668UA,Boeing,"767-300",UA-854
134584,24169,MD11,2012-03-05 00:00:00.000 +0100,Incident,Fedex,Memphis,2012-03-01 00:00:00.000 +0100,bird strike,N628FE,Douglas,MD,FX-1427
134619,24204,B733,2012-02-28 00:00:00.000 +0100,Accident,Southwest,Tampa,2012-02-27 00:00:00.000 +0100,bird strike,,Boeing,"737-300",WN-426
134620,24205,A321,2012-02-28 00:00:00.000 +0100,Incident,Iberia,Madrid,2012-02-27 00:00:00.000 +0100,bird strike,EC-JDR,Airbus,A321-200,IB-958
134623,24208,A320,2012-02-27 00:00:00.000 +0100,Incident,Frontier,St. Louis,2012-02-26 00:00:00.000 +0100,bird strike,N216FR,Airbus,A320-200,F9-297
134617,24202,A319,2012-02-28 00:00:00.000 +0100,Incident,Air Canada,Toronto,2012-02-25 00:00:00.000 +0100,bird strike,C-GBHO,Airbus,A319-100,AC-968
134672,24259,A319,2012-02-18 00:00:00.000 +0100,Incident,Air France,Madrid,2012-02-17 00:00:00.000 +0100,bird strike,F-GRHN,Airbus,A319-100,AF-1600
134596,24181,CRJ9,2012-03-02 00:00:00.000 +0100,Incident,Air Nostrum,Turin,2012-01-30 00:00:00.000 +0100,bird strike,EC-JEE,CRJ,"900 ",YW-8821
134790,24377,B738,2012-01-21 00:00:00.000 +0100,Incident,United,Sacramento,2012-01-21 00:00:00.000 +0100,bird strike,N33264,Boeing,"737-800",UA-1460
134776,24364,DH8D,2012-01-23 00:00:00.000 +0100,Incident,Olympic,Athens,2012-01-21 00:00:00.000 +0100,bird strike,SX-OBA,Dash,"8-400",OA-307
134832,24420,B738,2012-01-13 00:00:00.000 +0100,Incident,Pegasus,Amsterdam,2012-01-13 00:00:00.000 +0100,bird strike,TC-AAH,Boeing,"737-800",PC-672
134833,24421,E145,2012-01-13 00:00:00.000 +0100,Incident,Chautauqua,Louisville,2012-01-12 00:00:00.000 +0100,bird strike,N370SK,Embraer,ERJ,RP-3041
134834,24422,B744,2012-01-13 00:00:00.000 +0100,Incident,Malaysia,Amsterdam,2012-01-11 00:00:00.000 +0100,bird strike,"9M-MPR",Boeing,"747-400 ",MH-6123
134849,24437,B763,2012-01-10 00:00:00.000 +0100,Incident,Arkefly,Amsterdam,2012-01-10 00:00:00.000 +0100,multiple bird strikes,PH-OYI,Boeing,"767-300",OR-362
134886,24474,DH8D,2012-01-04 00:00:00.000 +0100,Incident,Horizon,Yakima,2012-01-03 00:00:00.000 +0100,bird strike,N405QX,Dash,"8-400 ",QX-2002
134872,24460,B733,2012-01-05 00:00:00.000 +0100,Incident,Southwest,Portland,2011-12-31 00:00:00.000 +0100,bird strike,N618WN,Boeing,"737-300",WN-3702
134918,24505,A319,2011-12-29 00:00:00.000 +0100,Incident,US Airways,Sacramento,2011-12-28 00:00:00.000 +0100,bird strike,N810AW,Airbus,A319-100,US-335
134917,24504,B752,2011-12-29 00:00:00.000 +0100,Incident,Delta,Fort Lauderdale,2011-12-28 00:00:00.000 +0100,bird strike,,Boeing,"757-200",DL-1288
134890,24478,B772,2012-01-03 00:00:00.000 +0100,Incident,British Airways,Toronto,2011-12-28 00:00:00.000 +0100,flock of birds,G-VIIU,Boeing,"777-200",BA-93
132760,22348,A333,2013-03-14 00:00:00.000 +0100,Report,Asiana,Seoul,2011-12-25 00:00:00.000 +0100,bird strike,HL7792,Airbus,A330-300,OZ-1045
134919,24506,B738,2011-12-29 00:00:00.000 +0100,Incident,Ryanair,Bergamo,2011-12-23 00:00:00.000 +0100,bird strike,EI-DLS,Boeing,"737-800",FR-4732
134937,24524,CRJ2,2011-12-27 00:00:00.000 +0100,Incident,Pinnacle,Huntington,2011-12-22 00:00:00.000 +0100,bird strike,N825AY,CRJ,"200 ","9E-4229"
134987,24574,E190,2011-12-13 00:00:00.000 +0100,Incident,Azul,Recife,2011-12-13 00:00:00.000 +0100,bird strike,PR-AYD,Embraer,ERJ,AD-4208
135006,24593,B772,2011-12-11 00:00:00.000 +0100,Incident,PIA,Kathmandu,2011-12-06 00:00:00.000 +0100,bird strike,AP-BGL,Boeing,"777-200",PK-7222
132761,22349,B738,2013-03-14 00:00:00.000 +0100,Report,Jeju,Seoul,2011-12-04 00:00:00.000 +0100,"flock of birds, both engines operating at severe vibrations",HL7796,Boeing,"737-800","7C-101"
135074,24661,CRJ2,2011-11-29 00:00:00.000 +0100,Incident,Pinnacle,Memphis,2011-11-28 00:00:00.000 +0100,bird strike,N825AY,CRJ,"200 ","9E-4004"
135083,24671,A321,2011-11-28 00:00:00.000 +0100,Incident,China Southern,Xiamen,2011-11-27 00:00:00.000 +0100,bird strike,B-6628,Airbus,A321-200,CZ-378
135082,24670,B738,2011-11-28 00:00:00.000 +0100,Incident,Copa,Panama City,2011-11-26 00:00:00.000 +0100,bird strike,HP-1529CMP,Boeing,"737-800",CM-472
135117,24705,A319,2011-11-21 00:00:00.000 +0100,Incident,Easyjet,Amsterdam,2011-11-21 00:00:00.000 +0100,bird strike,G-EJJB,Airbus,A319-100,U2-2197
135125,24713,B738,2011-11-20 00:00:00.000 +0100,Incident,SAS,Trondheim,2011-11-20 00:00:00.000 +0100,bird strike,LN-RRU,Boeing,"737-800",SK-7415
135134,24722,B739,2011-11-18 00:00:00.000 +0100,Incident,Continental,Panama City,2011-11-18 00:00:00.000 +0100,bird strike,N53442,Boeing,"737-900",CO-1022
135136,24724,B737,2011-11-18 00:00:00.000 +0100,Incident,Southwest,Baltimore,2011-11-17 00:00:00.000 +0100,bird strike,N262WN,Boeing,"737-700",WN-1004
135154,24742,A319,2011-11-15 00:00:00.000 +0100,Incident,SAA,Dar Es Salaam,2011-11-14 00:00:00.000 +0100,bird strike,ZS-SFD,Airbus,A319-100,SA-189
124475,14051,A320,2018-09-06 00:00:00.000 +0200,Accident,Delta,Minneapolis,2011-11-10 00:00:00.000 +0100,bird strike,N331NW,Airbus,A320-200,DL-1691
135178,24766,B753,2011-11-01 00:00:00.000 +0100,Incident,Condor,Hamburg,2011-10-31 00:00:00.000 +0100,bird strike,D-ABOE,Boeing,"757-300",DE-1032
135182,24770,B733,2011-10-31 00:00:00.000 +0100,Incident,Southwest,Baltimore,2011-10-28 00:00:00.000 +0200,bird strikes,,Boeing,"737-300",WN-687
135250,24839,A318,2011-10-18 00:00:00.000 +0200,Incident,Frontier,Sacramento,2011-10-17 00:00:00.000 +0200,bird strike,N805FR,Airbus,A318,F9-227
135273,24861,A148,2011-10-16 00:00:00.000 +0200,Incident,Rossiya,Simferopol,2011-10-15 00:00:00.000 +0200,engine shut down in flight after bird strike,RA-61704,,,FV-862
135268,24856,B737,2011-10-17 00:00:00.000 +0200,Incident,Airtran,Dallas,2011-10-15 00:00:00.000 +0200,bird strike,N307AT,Boeing,"737-700",FL-1601
135289,24877,B752,2011-10-13 00:00:00.000 +0200,Incident,United Airlines,Denver,2011-10-12 00:00:00.000 +0200,bird strike,N548UA,Boeing,"757-200",UA-876
135326,24914,B743,2011-10-07 00:00:00.000 +0200,Incident,PIA,Islamabad,2011-10-06 00:00:00.000 +0200,bird strike,AP-BFU,Boeing,"747-300",PK-1811
135323,24911,B738,2011-10-07 00:00:00.000 +0200,Incident,Norwegian,Helsinki,2011-10-05 00:00:00.000 +0200,bird strike,LN-NOI,Boeing,"737-800",DY-5622
135348,24934,A332,2011-10-03 00:00:00.000 +0200,Incident,Delta,New York,2011-10-01 00:00:00.000 +0200,bird strike,N860NW,Airbus,A330-200,DL-73
135349,24935,B752,2011-10-03 00:00:00.000 +0200,Incident,Continental,Newark,2011-09-27 00:00:00.000 +0200,bird strike,N29124,Boeing,"757-200",CO-108
135395,24981,B735,2011-09-18 00:00:00.000 +0200,Incident,Rossiya,St. Petersburg,2011-09-17 00:00:00.000 +0200,bird strike,EI-CDH,Boeing,"737-500",FV-163
135403,24989,B738,2011-09-16 00:00:00.000 +0200,Incident,Spicejet,Ahmedabad,2011-09-15 00:00:00.000 +0200,bird strike,,Boeing,"737-800",SG-342
135413,24999,F100,2011-09-14 00:00:00.000 +0200,Incident,Avianca,Bogota,2011-09-14 00:00:00.000 +0200,bird strike,,Fokker,"100",AV-9312
135189,24777,B735,2011-10-30 00:00:00.000 +0200,Report,Dniproavia,Odessa,2011-09-12 00:00:00.000 +0200,bird strike,UR-DND,Boeing,"737-500",Z6-6018
135428,25015,CRJ7,2011-09-12 00:00:00.000 +0200,Incident,Skywest,Ontario,2011-09-10 00:00:00.000 +0200,bird strike,N706SK,CRJ,"700",OO-5374
135451,25038,A319,2011-09-09 00:00:00.000 +0200,Incident,Lufthansa,Budapest,2011-09-08 00:00:00.000 +0200,bird strike,D-AILX,Airbus,A319-100,LH-1684
135445,25032,A332,2011-09-09 00:00:00.000 +0200,Incident,TAP,Lajes,2011-09-06 00:00:00.000 +0200,bird strike,CS-TOK,Airbus,A330-200,TP-1821
135411,24997,A313,2011-09-15 00:00:00.000 +0200,Incident,SATA,Lajes,2011-09-06 00:00:00.000 +0200,bird strike,CS-TKN,Airbus,A310-300,S4-230
135474,25061,A319,2011-09-05 00:00:00.000 +0200,Incident,Virgin America,Dallas,2011-09-04 00:00:00.000 +0200,rejected takeoff due to bird strike,N528VA,Airbus,A319-100,VX-853
135472,25059,A320,2011-09-05 00:00:00.000 +0200,Incident,Air One,Palermo,2011-09-04 00:00:00.000 +0200,flock of birds,EI-DSS,Airbus,A320-200 ,AP-135
135458,25045,B738,2011-09-07 00:00:00.000 +0200,Incident,Sun Country,Seattle,2011-09-04 00:00:00.000 +0200,bird strike,,Boeing,"737-800",SY-8802
135487,25074,B752,2011-09-02 00:00:00.000 +0200,Incident,Uzbekistan,Istanbul,2011-09-01 00:00:00.000 +0200,bird strike,VP-BUI,Boeing,"757-200",HY-272
135512,25099,B712,2011-08-30 00:00:00.000 +0200,Incident,Airtran,Orlando,2011-08-29 00:00:00.000 +0200,bird strike,N608AT,Boeing,"717-200",FL-491
135519,25105,E190,2011-08-29 00:00:00.000 +0200,Incident,KLM Cityhopper,Amsterdam,2011-08-29 00:00:00.000 +0200,bird strike,PH-EZL,Embraer,ERJ,KL-1187
135563,25149,B738,2011-08-22 00:00:00.000 +0200,Incident,Ryanair,Cochstedt,2011-08-21 00:00:00.000 +0200,bird strike,EI-DLV,Boeing,"737-800",FR-3042
135567,25153,A319,2011-08-21 00:00:00.000 +0200,Incident,Air India,Lucknow,2011-08-20 00:00:00.000 +0200,bird strike,,Airbus,A319-100,AI-695
135580,25166,MD82,2011-08-19 00:00:00.000 +0200,Incident,American,Dallas,2011-08-13 00:00:00.000 +0200,bird strike,N491AA,Douglas,MD,AA-1074
135588,25174,B732,2011-08-10 00:00:00.000 +0200,Incident,Avior,Valencia,2011-08-09 00:00:00.000 +0200,rejected takeoff due to bird strike,YV491T,Boeing,"737-200","9V-803"
135593,25179,SF34,2011-08-08 00:00:00.000 +0200,Incident,Loganair,Kirkwall,2011-08-08 00:00:00.000 +0200,rejected takeoff due to bird strike,G-LGNM,Saab,"340B ",BE-6830
135626,25211,A313,2011-08-02 00:00:00.000 +0200,Incident,Biman,Sylhet,2011-08-02 00:00:00.000 +0200,rejected takeoff due to bird strike,S2-AFT,Airbus,A310-300,BG-1
135617,25202,B738,2011-08-04 00:00:00.000 +0200,Incident,Air Berlin,Dresden,2011-07-31 00:00:00.000 +0200,bird strike,D-ABBB,Boeing,"737-800 ",HG-9187
135643,25228,A319,2011-07-30 00:00:00.000 +0200,Incident,Druk Air,Paro,2011-07-29 00:00:00.000 +0200,bird strike,,Airbus,A319-100,KB-128
135661,25246,E145,2011-07-27 00:00:00.000 +0200,Incident,Expressjet,Lincoln,2011-07-26 00:00:00.000 +0200,bird strike,N14902,Embraer,ERJ,XE-5877
135675,25260,MD82,2011-07-25 00:00:00.000 +0200,Incident,American,Memphis,2011-07-22 00:00:00.000 +0200,bird strike,,Douglas,MD,AA-1193
135693,25278,B744,2011-07-21 00:00:00.000 +0200,Incident,Virgin Atlantic,Orlando,2011-07-20 00:00:00.000 +0200,bird strike,G-VTOP,Boeing,"747-400",VS-28
135712,25298,B773,2011-07-18 00:00:00.000 +0200,Incident,Air India,Delhi,2011-07-17 00:00:00.000 +0200,"engine problem, suspected bird strike",VT-ALS,Boeing,"777-300",AI-101
135710,25296,A320,2011-07-18 00:00:00.000 +0200,Incident,Avianca,Miami,2011-07-16 00:00:00.000 +0200,bird strike,N451AV,Airbus,A320-200,AV-39
135716,25302,DH8D,2011-07-17 00:00:00.000 +0200,Incident,Olympic,Sofia,2011-07-16 00:00:00.000 +0200,rejected takeoff due to bird strike,SX-OBC,Dash,"8-400",OA-308
135729,25315,A321,2011-07-14 00:00:00.000 +0200,Incident,Iberia,Milan,2011-07-13 00:00:00.000 +0200,bird strike,EC-JGS,Airbus,A321-200,IB-3634
135782,25369,DH8D,2011-07-05 00:00:00.000 +0200,Incident,Walter,Heringsdorf,2011-07-02 00:00:00.000 +0200,bird strike,D-ABQE,Dash,"8-400 ",AB-3834
135795,25382,A319,2011-06-26 00:00:00.000 +0200,Incident,SAS,Samos,2011-06-25 00:00:00.000 +0200,bird strike,OY-KBP,Airbus,A319-100,SK-7749
135792,25379,A321,2011-06-26 00:00:00.000 +0200,Incident,Air India,Bhubaneswar,2011-06-25 00:00:00.000 +0200,bird strike,,Airbus,A321-200,AI-877
135821,25407,B738,2011-06-23 00:00:00.000 +0200,Incident,China Eastern,Wuhan,2011-06-22 00:00:00.000 +0200,bird strike,B-5475,Boeing,"737-800",MU-2451
120540,10113,A320,2021-06-22 00:00:00.000 +0200,Incident,SATA,Funchal,2011-06-20 00:00:00.000 +0200,"flock of birds ingested by both engines, bird strike opens forward cargo door",CS-TKJ,Airbus,A320-200,S4-680
135870,25458,AT72,2011-06-15 00:00:00.000 +0200,Incident,Iran Aseman,Tehran,2011-06-15 00:00:00.000 +0200,flock of birds,EP-ATZ,,,EP-1393
135872,25460,MD82,2011-06-15 00:00:00.000 +0200,Incident,American,Dallas,2011-06-13 00:00:00.000 +0200,flock of birds,N7548A,Douglas,MD,AA-880
135881,25470,A320,2011-06-12 00:00:00.000 +0200,Incident,Wizzair,Budapest,2011-06-11 00:00:00.000 +0200,suspected bird strike,HA-LPB,Airbus,A320-200,W6-4106
135689,25274,B734,2011-07-22 00:00:00.000 +0200,Incident,Aerosvit,Odessa,2011-06-09 00:00:00.000 +0200,bird strikes,UR-VVP,Boeing,"737-400 ",Z6-18
135902,25492,B735,2011-06-09 00:00:00.000 +0200,Incident,Nordavia,Astrakhan,2011-06-08 00:00:00.000 +0200,bird strike,,Boeing,"737-500","5N-709"
135913,25503,A319,2011-06-07 00:00:00.000 +0200,Incident,Frontier,Denver,2011-06-06 00:00:00.000 +0200,bird strike,N910FR,Airbus,A319-100,F9-641
135940,25529,B733,2011-06-03 00:00:00.000 +0200,Incident,Southwest,Nashville,2011-06-02 00:00:00.000 +0200,bird strike,N640SW,Boeing,"737-300",WN-2353
135959,25548,B737,2011-06-01 00:00:00.000 +0200,Incident,Jetlite,Patna,2011-06-01 00:00:00.000 +0200,bird strike,,Boeing,"737-700",S2-721
135953,25542,B738,2011-06-02 00:00:00.000 +0200,Incident,Ryanair,Lodz,2011-06-01 00:00:00.000 +0200,bird strike,EI-DYT,Boeing,"737-800",FR-1625
135966,25555,A320,2011-05-30 00:00:00.000 +0200,Incident,Air France,Athens,2011-05-30 00:00:00.000 +0200,bird strike,F-GKXA,Airbus,A320-200,AF-1533
135960,25549,B772,2011-06-01 00:00:00.000 +0200,Incident,British Airways,Bridgetown,2011-05-30 00:00:00.000 +0200,bird strike,G-VIIF,Boeing,"777-200",BA-2155
136012,25602,A320,2011-05-14 00:00:00.000 +0200,Incident,Jetblue,New York,2011-05-14 00:00:00.000 +0200,bird strike,,Airbus,A320-200,B6-757
136028,25618,B738,2011-05-12 00:00:00.000 +0200,Incident,Continental,Los Angeles,2011-05-11 00:00:00.000 +0200,bird strike,N11206,Boeing,"737-800",CO-12
136049,25639,B735,2011-05-10 00:00:00.000 +0200,Incident,Continental,New Orleans,2011-05-09 00:00:00.000 +0200,bird strike,N14629,Boeing,"737-500",CO-816
136048,25638,MD88,2011-05-10 00:00:00.000 +0200,Incident,Delta,Atlanta,2011-05-09 00:00:00.000 +0200,bird strike,,Douglas,MD,DL-1472
136056,25646,B737,2011-05-09 00:00:00.000 +0200,Incident,Arik,Owerri,2011-05-08 00:00:00.000 +0200,bird strike,,Boeing,"737-700",W3-596
136025,25615,CRJ2,2011-05-12 00:00:00.000 +0200,Incident,Skywest,Winnipeg,2011-05-06 00:00:00.000 +0200,bird strikes,N923SW,CRJ,"200 ",OO-6730
136076,25666,A320,2011-05-06 00:00:00.000 +0200,Incident,Wizzair,Bucharest,2011-05-06 00:00:00.000 +0200,bird strike,HA-LPT,Airbus,A320-200,W6-3141
136095,25685,A321,2011-05-03 00:00:00.000 +0200,Incident,BMI,Beirut,2011-05-03 00:00:00.000 +0200,rejected takeoff due to bird strike,G-MEDN,Airbus,A321-200,BD-997
136100,25690,A306,2011-05-02 00:00:00.000 +0200,Incident,Kuwait,Alexandria,2011-04-28 00:00:00.000 +0200,bird strike,"9K-AMB",Airbus,A300-600,KU-546
136123,25713,A319,2011-04-28 00:00:00.000 +0200,Incident,Aeroflot,Moscow,2011-04-28 00:00:00.000 +0200,bird strike,VQ-BBA,Airbus,A319-100,SU-791
136130,25720,B738,2011-04-27 00:00:00.000 +0200,Incident,Caribbean,Georgetown,2011-04-26 00:00:00.000 +0200,bird strike,"9Y-ANU",Boeing,"737-800",BW-662
136126,25716,CRJ2,2011-04-27 00:00:00.000 +0200,Incident,Wisconsin,Norfolk,2011-04-26 00:00:00.000 +0200,bird strike,,CRJ,"200 ",ZW-4091
136135,25725,A319,2011-04-26 00:00:00.000 +0200,Incident,Delta,Salt Lake City,2011-04-25 00:00:00.000 +0200,bird strike,N357NB,Airbus,A319-100,DL-2206
136148,25738,B735,2011-04-24 00:00:00.000 +0200,Incident,Tunisair,Tunis,2011-04-24 00:00:00.000 +0200,bird strike,TS-IOI,Boeing,"737-500",TU-778
136144,25734,A320,2011-04-25 00:00:00.000 +0200,Incident,Onur,Amsterdam,2011-04-23 00:00:00.000 +0200,bird strike,TC-OBI,Airbus,A320-200,"8Q-966"
136152,25742,MD83,2011-04-24 00:00:00.000 +0200,Incident,Allegiant,Orlando,2011-04-23 00:00:00.000 +0200,bird strike,,Douglas,MD,G4-726
136175,25765,B738,2011-04-21 00:00:00.000 +0200,Incident,Continental,Houston,2011-04-20 00:00:00.000 +0200,bird strike,N39297,Boeing,"737-800",CO-697
136169,25759,CRJ7,2011-04-21 00:00:00.000 +0200,Incident,Skywest,Houston,2011-04-20 00:00:00.000 +0200,bird strike,N732SK,CRJ,"700 ",OO-1119
136174,25764,B763,2011-04-21 00:00:00.000 +0200,Incident,Thomson,Orlando,2011-04-20 00:00:00.000 +0200,bird strike,G-OOAN,Boeing,"767-300",BY-33
135947,25536,B773,2011-06-02 00:00:00.000 +0200,Incident,Philippine,Manila,2011-04-15 00:00:00.000 +0200,bird strike,RP-C7776,Boeing,"777-300",PR-116
136197,25787,D328,2011-04-18 00:00:00.000 +0200,Incident,Sun-Air,Shannon,2011-04-14 00:00:00.000 +0200,bird strike,OY-NCO,Dornier,D,EZ-9069
136215,25808,CRJ7,2011-04-07 00:00:00.000 +0200,Incident,Skywest,Portland,2011-04-06 00:00:00.000 +0200,bird strike,,CRJ,"700 ",OO-4621
136223,25817,B738,2011-04-05 00:00:00.000 +0200,Incident,Gol,Aracaju,2011-04-03 00:00:00.000 +0200,bird strike,PR-VBC,Boeing,"737-800",G3-1806
136241,25835,CRJ2,2011-04-02 00:00:00.000 +0200,Accident,Atlantic Southeast,Little Rock,2011-04-01 00:00:00.000 +0200,bird strike,N845AS,CRJ,"200 ",EV-5087
136091,25681,B735,2011-05-04 00:00:00.000 +0200,Incident,Aerosvit,Kiev,2011-03-31 00:00:00.000 +0200,bird strike,UR-VVS,Boeing,"737-500",VV-202
136270,25864,A319,2011-03-28 00:00:00.000 +0200,Incident,Easyjet,Funchal,2011-03-27 00:00:00.000 +0100,bird strike,G-EZDK,Airbus,A319-100,U2-7961
136210,25802,B773,2011-04-07 00:00:00.000 +0200,Incident,Air France,Paris,2011-03-24 00:00:00.000 +0100,bird strike,F-GSQM,Boeing,"777-300",AF-188
136303,25900,B737,2011-03-22 00:00:00.000 +0100,Incident,Virgin Blue,Coolangatta,2011-03-21 00:00:00.000 +0100,bird strike,,Boeing,"737-700",DJ-546
136302,25899,B735,2011-03-22 00:00:00.000 +0100,Incident,Air Busan,Busan,2011-03-21 00:00:00.000 +0100,bird strike,,Boeing,"737-500",BX-8824
136322,25919,B753,2011-03-17 00:00:00.000 +0100,Incident,Delta,Fort Myers,2011-03-16 00:00:00.000 +0100,rejected takeoff due to bird strike,N582NW,Boeing,"757-300",DL-2422
136287,25882,A320,2011-03-24 00:00:00.000 +0100,Incident,Air Canada,Los Angeles,2011-03-15 00:00:00.000 +0100,bird strike,C-FDST,Airbus,A320-200,AC-790
136347,25944,B738,2011-03-12 00:00:00.000 +0100,Incident,Spicejet,Jaipur,2011-03-10 00:00:00.000 +0100,"bird strike, engine shut down in flight",,Boeing,"737-800",SG-913
136373,25970,B737,2011-03-07 00:00:00.000 +0100,Incident,Southwest,Orlando,2011-03-05 00:00:00.000 +0100,multiple bird strikes,N783SW,Boeing,"737-700",WN-2998
136380,25977,B742,2011-03-05 00:00:00.000 +0100,Incident,Transaero,Punta Cana,2011-03-04 00:00:00.000 +0100,bird strike,VP-BQC,Boeing,"747-200",UN-576
136387,25984,A313,2011-03-03 00:00:00.000 +0100,Incident,Mahan,Shiraz,2011-03-02 00:00:00.000 +0100,bird strike,EP-MNP,Airbus,A310-300,W5-1088
136397,25994,B738,2011-03-01 00:00:00.000 +0100,Incident,Continental,Washington,2011-02-28 00:00:00.000 +0100,bird strike,N76254,Boeing,"737-800",CO-1559
133413,23002,B744,2012-10-18 00:00:00.000 +0200,Incident,Lufthansa,Buenos Aires,2011-02-21 00:00:00.000 +0100,bird strike,D-ABVK,Boeing,"747-400",LH-511
136420,26019,A318,2011-02-15 00:00:00.000 +0100,Incident,Frontier,Denver,2011-02-14 00:00:00.000 +0100,bird strike,N803FR,Airbus,A318-100,F9-226
136441,26040,B752,2011-02-10 00:00:00.000 +0100,Incident,Ethiopian,Rome,2011-02-10 00:00:00.000 +0100,bird strike,ET-AKE,Boeing,"757-200",ET-700
136431,26030,B738,2011-02-12 00:00:00.000 +0100,Incident,SunExpress,Van,2011-02-09 00:00:00.000 +0100,bird strike,TC-SNM,Boeing,"737-800",XQ-9037
136453,26052,B752,2011-02-09 00:00:00.000 +0100,Incident,Finnair,Ahmedabad,2011-02-09 00:00:00.000 +0100,bird strike,OH-LBO,Boeing,"757-200",AY-1961
136448,26047,A320,2011-02-10 00:00:00.000 +0100,Incident,TAM,Sao Paulo,2011-02-06 00:00:00.000 +0100,bird strike,PR-MHY,Airbus,A320-200,JJ-3558
136459,26058,A313,2011-02-08 00:00:00.000 +0100,Incident,Air Transat,Puerto Vallarta,2011-02-01 00:00:00.000 +0100,bird strike and subsequent rumbling,C-FDAT,Airbus,A310-300,TS-17
136494,26095,CRJ2,2011-01-31 00:00:00.000 +0100,Incident,Pinnacle,Memphis,2011-01-29 00:00:00.000 +0100,bird strikes,N8721B,CRJ,"440 ","9E-3778"
136529,26129,B733,2011-01-26 00:00:00.000 +0100,Incident,Air New Zealand,Dunedin,2011-01-26 00:00:00.000 +0100,bird strike,ZK-SJC,Boeing,"737-300",NZ-474
136525,26125,A320,2011-01-26 00:00:00.000 +0100,Incident,Avianca,Barranquilla,2011-01-25 00:00:00.000 +0100,bird strike,N284AV,Airbus,A320-200,AV-8521
136538,26138,B744,2011-01-24 00:00:00.000 +0100,Incident,Korean,Los Angeles,2011-01-21 00:00:00.000 +0100,bird strike,HL7605,Boeing,"747-400",KE-213
136580,26181,E190,2011-01-18 00:00:00.000 +0100,Incident,Virgin Blue,Perth,2011-01-18 00:00:00.000 +0100,bird strike,VH-ZPH,Embraer,ERJ,DJ-1721
136595,26197,B752,2011-01-14 00:00:00.000 +0100,Incident,American,Tegucigalpa,2011-01-13 00:00:00.000 +0100,bird strike,,Boeing,"757-200",AA-954
136609,26211,B737,2011-01-13 00:00:00.000 +0100,Incident,Alaska,Sacramento,2011-01-12 00:00:00.000 +0100,bird strike,N613AS,Boeing,"737-700",AS-363
136596,26198,B737,2011-01-14 00:00:00.000 +0100,Incident,Southwest,Sacramento,2011-01-12 00:00:00.000 +0100,bird strike,N296WN,Boeing,"737-700",WN-397
136619,26221,CRJ2,2011-01-04 00:00:00.000 +0100,Incident,Pinnacle,Allentown,2011-01-03 00:00:00.000 +0100,bird strike,,CRJ,"200 ","9E-3792"
136657,26258,B737,2010-12-28 00:00:00.000 +0100,Incident,Alaska,Sacramento,2010-12-27 00:00:00.000 +0100,bird strike,,Boeing,"737-700",AS-363
136662,26263,A320,2010-12-25 00:00:00.000 +0100,Incident,TAM,Porto Seguro,2010-12-24 00:00:00.000 +0100,bird strike,PR-MYI,Airbus,A320-200,JJ-3602
